"player_id","competition_name","area_name","divisionlevel","season_name","src_detailed_position","player_name","team_name","birthdate","height","mins_played","defesnive_duels_P90","duel_won_percentage","aerialduels_P90","aerials_success_rate","shots_blocked_P90","padj_interceptions","progressive_runs_P90","accelerations_P90","accurate_passing_pct","forward_passing_p90","final_third_passing_pct","progressivepasses_p90","progressivepasses_pct","xgp90","goalp90","headedshotsp90","shotsp90","Rating_Z_mins_played","Rating_Z_defesnive_duels_P90","Rating_Z_duel_won_percentage","Rating_Z_aerialduels_P90","Rating_Z_aerials_success_rate","Rating_Z_shots_blocked_P90","Rating_Z_padj_interceptions","Rating_Z_progressive_runs_P90","Rating_Z_accelerations_P90","Rating_Z_accurate_passing_pct","Rating_Z_forward_passing_p90","Rating_Z_final_third_passing_pct","Rating_Z_progressivepasses_p90","Rating_Z_progressivepasses_pct","Rating_Z_xgp90","Rating_Z_goalp90","Rating_Z_headedshotsp90","Rating_Z_shotsp90","def_ability_score","aer_score","positioning_score","ballcarrying_score","ballplaying_score","attack_score","cbrating"
"Marco Friedl_1998-03-16","Bundesliga","Germany",1,"2023/2024","cbc3","Marco Friedl","Werder Bremen","1998-03-16",187,1587,6.18147448015123,0.302752293577982,3.23251417769376,0.508771920898738,1.19092627599244,118.415706902147,0.396975425330813,0.056710775047259,0.900874635568513,10.945179584121,0.693548387096774,5.61436672967864,0.636363636363636,0.00734347826086957,0,0,0.226843100189036,51.1417560120778,53.0438388547931,61.6492442093858,40.2852588729957,38.7939531037215,83.7381981124283,62.0325269830438,37.8781452364538,38.891299771723,58.8931323608925,23.30062208112,52.1272402968472,34.5877556367217,38.2917123227582,30.6198273839266,37.8971872929046,28.5718312223211,38.7868968902934,58.6373523352784,39.2413448345037,50.4097119366686,38.1820915970345,42.6962256161525,32.3220929477467,45.6562988375788
"Igor Zubeldía Elorza_1997-03-30","LaLiga","Spain",1,"2020/2021","cb4","Igor Zubeldía Elorza","Real Sociedad","1997-03-30",181,1703,5.70757486788021,0.12962962962963,4.43922489724016,0.650602401799971,0.581327069876688,91.4717835998786,1.32119788608338,0.422783323546682,0.91717791411043,14.4274809160305,0.72463768115942,5.86611861421022,0.720720720720721,0.0850967704051674,0.0528479154433353,0.0528479154433353,0.422783323546682,53.7624784174366,48.3687666596912,26.3760811603121,55.7855727040577,63.882862208603,48.895750923119,52.0989339644753,62.2826177669941,62.5092284809641,65.0530270895419,36.0041313788511,57.0515226471107,36.6139804062085,54.8761631109555,64.3297286020773,53.8005698175242,33.9220902312265,52.2852874850789,34.0735210850948,61.4536753572394,52.1921107247771,62.3506009811851,50.0590253547092,51.8213971055893,52.7341844566978
"Patricio Gabarrón Gil_1993-04-17","Serie A","Italy",1,"2022/2023","cb4","Patricio Gabarrón Gil","Lazio","1993-04-17",184,1532,4.5822454308094,0.205128205128205,2.17362924281984,0.324324315558802,0.64621409921671,74.0970041018114,0,0.0587467362924282,0.90194075587334,20.9725848563969,0.555555555555556,6.4621409921671,0.581818181818182,0.00565437336814621,0,0,0.0587467362924282,49.8991721129852,37.2672670480588,41.758663098449,26.6837812896201,6.16634600839439,52.6044547245174,45.6932599880119,27.3958465754834,39.0226540285234,59.2959463610904,59.8808097119886,30.2703379351511,41.4110658684749,27.5681742402927,29.8875167960337,37.8971872929046,28.5718312223211,27.2066795231937,40.1866744808124,12.3215765927621,36.4499697556028,30.8838888113954,42.8968878159668,30.2921361075245,35.7670484845294
"Martin Valjent_1995-12-11","LaLiga","Spain",1,"2022/2023","cbo3","Martin Valjent","Mallorca","1995-12-11",187,2408,5.04568106312292,0.244444444444444,2.84053156146179,0.613333325155556,0.672757475083056,127.034782252365,0.710132890365448,0.18687707641196,0.869074492099323,15.1370431893688,0.682692307692308,6.95182724252492,0.725806451612903,0.00305446843853821,0,0.037375415282392,0.18687707641196,69.6901447603505,41.8391109212068,49.7692152020825,35.2502049288324,57.2901998245155,54.1215764047473,65.210178053563,46.1471963336846,47.2892483165643,46.878031494982,38.5926296383423,50.407728747413,45.3523051231412,55.8760086407795,28.7603293042035,37.8971872929046,32.3556730380046,36.033623518349,46.993678703776,50.6782013558106,50.621900785956,46.4898119285485,47.4859105085032,32.3004552547708,51.5114032893745
"Axel Disasi_1998-03-11","Ligue 1","France",1,"2020/2021","cb4","Axel Disasi","Monaco","1998-03-11",190,1886,5.29692470837752,0.189189189189189,4.05620360551432,0.666666658730159,0.52492046659597,93.4103449180591,1.5270413573701,0.334040296924708,0.884375,21.8557794273595,0.634146341463415,9.44856839872747,0.676767676767677,0.133260604453871,0.143160127253446,0.429480381760339,0.620360551431601,57.8968939362355,44.3176573257859,38.5111419753543,50.8656278245086,66.7245269861455,45.6717570658115,52.813636087114,67.7179989159409,56.7837883058088,52.6590477317298,63.1027222848953,42.7184565434278,65.4473236097253,46.2350738653252,85.2111349489114,80.9779833259278,72.0519053630914,65.8964518949388,40.5434223480054,61.9668572376544,59.3550439910264,64.4377357329012,53.9739240071673,77.731190871622,57.0696144955971
"Pietro Ceccaroni_1995-12-21","Serie A","Italy",1,"2021/2022","cb4","Pietro Ceccaroni","Venezia","1995-12-21",188,2377,5.14934791754312,0.154411764705882,2.46108540176693,0.593749990722656,0.984434160706773,116.28261478963,0.757257046697518,0.378628523348759,0.885017421602787,18.7042490534287,0.602150537634409,6.85317627261254,0.61878453038674,0.0625187631468237,0.0378628523348759,0.227177114009255,0.416491375683635,68.9897792899529,42.8617959289682,31.4253581949447,30.3761829598617,53.8260326410195,71.9358687299923,61.2461059158831,47.3915289782239,59.6604900887517,52.9017749497189,51.6058724745551,37.6505906806589,44.5583128988435,34.8356917621109,54.5410447612829,49.2911546632989,51.5709673405353,51.8518329936935,35.4281114018529,46.7910777366722,56.5489694547883,51.0722173113822,44.0988155203193,52.4591562552226,50.4066721647202
"Sinaly Diomandé_2001-04-09","Ligue 1","France",1,"2022/2023","cb4","Sinaly Diomandé","Olympique Lyonnais","2001-04-09",184,991,7.35620585267407,0.259259259259259,5.26740665993946,0.66666665497076,0.544904137235116,47.7879256782294,1.27144298688194,0,0.910144927536232,24.4298688193744,0.824324324324324,8.99091826437941,0.686868686868687,0.0545059434914228,0,0.544904137235116,0.635721493440969,37.6766650328201,64.6326940346421,52.787684110698,66.4236461238634,66.7245263211318,46.8139501361233,35.9937193969258,60.9688192797417,35.2324866550271,62.3957421260496,72.493055115949,72.8410473788336,61.7639270000026,48.2209142509669,51.0670907766575,37.8971872929046,83.7372666945665,66.9546725685359,56.9334375840784,66.6342622619513,51.4741959827309,53.2479194923273,64.2374874249563,61.275795298249,55.304967221834
"Jérôme Boateng_1988-09-03","Bundesliga","Germany",1,"2020/2021","cb4","Jérôme Boateng","Bayern München","1988-09-03",192,2505,5.5688622754491,0.129032258064516,2.40718562874252,0.701492526843395,0.646706586826347,154.312778321412,0.826347305389222,0,0.902286902286902,22.9940119760479,0.730337078651685,11.497005988024,0.81875,0.0233558083832335,0.0359281437125748,0.0359281437125748,0.215568862275449,71.8816109096592,47.000351562499,26.2543687043196,29.6838352548413,72.8850013358026,52.6326035038432,75.2669358713528,49.2158855503382,35.2324866550271,59.4267314337223,67.255018823034,57.9542592104352,81.934171324502,74.1485427860021,37.5619651611357,48.7089479473666,32.2091530156009,38.0102106927976,33.5154627046824,59.9246515115142,56.6385732820752,45.0208658817449,68.0679881618342,37.6954057651592,55.8193123226722
"Andy Pelmard_2000-03-12","Ligue 1","France",1,"2023/2024","cbo3","Andy Pelmard","Clermont","2000-03-12",180,1336,4.04191616766467,0.25,0.94311377245509,0.571428530612248,0.336826347305389,46.8358626080409,1.34730538922156,0.336826347305389,0.888235294117647,16.7739520958084,0.675324675324675,5.79341317365269,0.627906976744186,0.015765494011976,0,0,0.134730538922156,45.4710549453098,31.9368589850044,50.9011410428133,10.8776931728259,49.8775084575031,34.9209894265943,35.6427160570943,62.9719970779641,56.9635361168397,54.1175890505936,44.5641081321611,49.2407578294483,36.0288107467709,36.6291482789651,34.2711881327502,37.8971872929046,28.5718312223211,32.441230291777,44.2636423225802,38.1775638720999,34.0419731744357,61.1694587896268,44.3198984158424,32.8307872574987,45.6464539846061
"Andrea Ranocchia_1988-02-16","Serie A","Italy",1,"2020/2021","cbc3","Andrea Ranocchia","Internazionale","1988-02-16",195,736,7.21467391304348,0.23728813559322,3.79076086956522,0.806451586888658,0.366847826086956,24.8109365165869,1.58967391304348,0.366847826086956,0.958963282937365,13.0842391304348,0.848484848484849,5.01358695652174,0.731707317073171,0.123479755434783,0,0.611413043478261,0.855978260869565,31.9155942279363,63.2364657648722,48.3111412377513,47.4559906639691,91.4515908338893,36.636906669428,27.5226420202842,69.3718371955299,58.9004340036535,80.8408621872458,31.1039567856721,76.667870929637,29.7523802843501,57.0361081579621,80.9706527111791,37.8971872929046,90.4705478810566,82.1282383987088,53.5350048222436,78.2529107829132,54.8254402094965,66.230416237967,55.9942449824911,77.5332393025306,57.2192235782669
